Window,Test_Period,Regime,Test_Return_NoFilter,Test_Return_ADX,Test_Sharpe_NoFilter,Test_Sharpe_ADX,Test_MaxDD_ADX,Trades_NoFilter,Trades_ADX
1,2023-11 to 2024-04,RANGING,89.96,-49.1,1.5,0.98,-79.91,54,44
